Year,Month,State,Primary Mode,Etiology,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
2020,2,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,28,2.0,28.0,0.0,28
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,24,1.0,24.0,0.0,24
2020,2,Wisconsin,Person-to-person,Norovirus unknown; Clostridium difficile,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,19
2020,1,Illinois,Person-to-person,Norovirus unknown,Suspected,School/college/university,186,0.0,186.0,0.0,186
2020,1,Illinois,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,86,3.0,86.0,1.0,86
2020,1,Illinois,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,14,0.0,14.0,0.0,14
2020,1,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,22,0.0,22.0,0.0,22
2020,1,Illinois,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,57,2.0,57.0,0.0,57
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,School/college/university,26,0.0,26.0,0.0,26
2020,2,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,38,0.0,38.0,0.0,38
2020,1,Minnesota,Person-to-person,Norovirus unknown,Suspected,Child day care,41,0.0,41.0,0.0,41
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,24,0.0,24.0,0.0,24
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,12,0.0,12.0,0.0,12
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,34,3.0,34.0,0.0,34
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,25,0.0,25.0,0.0,25
2020,2,Wisconsin,Food,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",17,0.0,16.0,0.0,16
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,40,3.0,40.0,0.0,40
2020,2,South Carolina,Person-to-person,Norovirus unknown,Suspected,Child day care,16,0.0,16.0,0.0,16
2020,2,Alabama,Indeterminate/Other/Unknown,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,33,0.0,33.0,0.0,33
2020,2,Minnesota,Person-to-person,"Escherichia coli, Shiga toxin-producing",Confirmed,Child day care,3,0.0,3.0,0.0,3
2020,2,Texas,Food,Shigella sonnei,Suspected,Private home/residence,4,0.0,0.0,0.0,0
2020,1,Connecticut,Person-to-person,Norovirus unknown; Clostridium difficile,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,146,2.0,66.0,0.0,66
2020,2,Connecticut,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,41,0.0,14.0,0.0,14
2020,2,Minnesota,Food,Norovirus Genogroup II,Confirmed,Banquet Facility (food prepared and served on-site),2,0.0,2.0,0.0,2
2020,2,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,13,0.0,13.0,0.0,13
2020,2,Nebraska,Person-to-person,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,42,3.0,42.0,0.0,42
2020,2,Minnesota,Food,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,14,0.0,14.0,0.0,14
2020,2,Virginia,Environmental contamination other than food/water,Clostridium,Confirmed,Long-term care/nursing home/assisted living facility,7,3.0,7.0,1.0,7
2020,2,Virginia,Indeterminate/Other/Unknown,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,19
2020,1,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,26,0.0,26.0,0.0,26
2020,2,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18
2020,2,Connecticut,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,93,0.0,46.0,0.0,46
2020,2,Minnesota,Food,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,7,0.0,7.0,0.0,7
2020,2,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9
2020,2,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,11,1.0,11.0,0.0,11
2020,2,Texas,Food,Shigella sonnei,Suspected,Private home/residence,3,0.0,0.0,0.0,0
2020,2,Ohio,Person-to-person,Norovirus,Suspected,School/college/university,27,0.0,27.0,0.0,27
2020,2,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,35,0.0,35.0,0.0,35
2020,1,Connecticut,Person-to-person,Clostridium difficile,Confirmed,Long-term care/nursing home/assisted living facility,30,0.0,29.0,0.0,29
2020,1,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18
2020,2,Alabama,Indeterminate/Other/Unknown,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20
2020,2,Virginia,Indeterminate/Other/Unknown,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,13,0.0,13.0,0.0,13
2020,2,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,School/college/university,7,0.0,7.0,0.0,7
2020,2,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,19
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,39,0.0,39.0,0.0,39
2020,2,Wisconsin,Person-to-person,Norovirus unknown; Clostridium difficile,Confirmed; Suspected,Hospital,5,0.0,5.0,0.0,5
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,43,0.0,43.0,0.0,43
2020,2,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,17,0.0,17.0,0.0,17
2020,2,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,20,1.0,20.0,0.0,20
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II; Clostridium difficile,Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,25,1.0,25.0,0.0,25
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,25,1.0,25.0,0.0,25
2020,2,Wisconsin,Food,Norovirus unknown,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",15,0.0,14.0,0.0,14
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,11,0.0,11.0,0.0,11
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II; Norovirus unknown,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,48,1.0,48.0,0.0,48
2020,2,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9
2020,2,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,31,0.0,31.0,0.0,31
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,87,0.0,87.0,0.0,87
2020,2,Wisconsin,Person-to-person,Norovirus unknown; Clostridium difficile,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,47,0.0,47.0,1.0,47
2020,2,Nebraska,Indeterminate/Other/Unknown,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,43,0.0,43.0,0.0,43
2020,2,Alabama,Indeterminate/Other/Unknown,Clostridium difficile,Confirmed,Long-term care/nursing home/assisted living facility,2,0.0,2.0,0.0,2
2020,1,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,61,1.0,61.0,0.0,61
2020,2,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,School/college/university,36,0.0,36.0,0.0,36
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,14,0.0,14.0,0.0,14
2020,2,Connecticut,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,40,1.0,28.0,0.0,28
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,25,0.0,25.0,0.0,25
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,"Other, specify",38,2.0,38.0,0.0,38
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,16,2.0,16.0,0.0,16
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,"Other, specify",8,0.0,8.0,0.0,8
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,38,1.0,38.0,0.0,38
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,"Other, specify",24,0.0,24.0,0.0,24
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,11,0.0,11.0,0.0,11
2020,2,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,43,0.0,32.0,0.0,43
2020,2,Ohio,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20
2020,2,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,19
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,20,1.0,20.0,0.0,20
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,48,6.0,48.0,0.0,48
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,11,0.0,11.0,0.0,11
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7
2020,1,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,15,0.0,15.0,0.0,15
2020,2,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,17,1.0,17.0,0.0,17
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,16,0.0,16.0,0.0,16
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,65,0.0,65.0,0.0,65
2020,2,Ohio,Person-to-person,Norovirus Genogroup II,Suspected,Hospital,5,1.0,5.0,0.0,5
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,13,0.0,13.0,0.0,13
2020,2,Kansas,Food,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,18,0.0,14.0,0.0,18
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,44,0.0,44.0,0.0,44
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,17,0.0,17.0,0.0,17
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,15,0.0,15.0,0.0,15
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,49,6.0,49.0,0.0,49
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10
2020,2,Michigan,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,3,0.0,3.0,0.0,3
2020,2,Michigan,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,16,0.0,16.0,0.0,16
2020,3,Minnesota,Water,Chlorine,Suspected,Hotel/Motel/Lodge/Inn,5,0.0,5.0,0.0,5
2020,2,Ohio,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,65,0.0,65.0,0.0,65
2020,2,North Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,41,0.0,41.0,0.0,41
2020,2,North Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,34,1.0,34.0,0.0,34
2020,2,North Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,40,0.0,40.0,0.0,40
2020,2,North Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,38,1.0,38.0,0.0,38
2020,2,Texas,Indeterminate/Other/Unknown,Shigella sonnei,Suspected,Private home/residence,2,1.0,2.0,0.0,2
2020,2,Connecticut,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,37,0.0,22.0,1.0,22
2020,2,South Carolina,Person-to-person,Norovirus Genogroup I,Suspected,Long-term care/nursing home/assisted living facility,44,0.0,44.0,0.0,44
2020,2,New Hampshire,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,46,0.0,46.0,0.0,46
2020,1,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,48,2.0,48.0,0.0,48
2020,2,New Hampshire,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,57,0.0,57.0,0.0,57
2020,3,Minnesota,Indeterminate/Other/Unknown,Norovirus Genogroup II,Confirmed,Restaurant,14,0.0,14.0,0.0,14
2020,3,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,2,0.0,0.0,0.0,0
2020,2,Virginia,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5
2020,2,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,3,1.0,3.0,0.0,3
2020,3,Virginia,Person-to-person,Norovirus,Suspected,Hospital,3,1.0,3.0,0.0,3
2020,1,Iowa,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,16,0.0,16.0,0.0,16
2020,1,Iowa,Person-to-person,Norovirus Genogroup II,Suspected,Restaurant,7,0.0,7.0,0.0,7
2020,2,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,26,1.0,26.0,0.0,26
2020,1,Iowa,Food,Campylobacter jejuni,Confirmed,Farm/dairy,9,0.0,9.0,0.0,9
2020,2,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20
2020,1,Iowa,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,45,0.0,0.0,0.0,0
2020,1,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10
2020,1,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,Hospital,4,0.0,4.0,0.0,4
2020,1,Iowa,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,10,1.0,10.0,0.0,10
2020,1,Iowa,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,13,2.0,13.0,0.0,13
2020,1,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,13,0.0,13.0,0.0,13
2020,1,Iowa,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,28,0.0,28.0,0.0,28
2020,2,Iowa,Indeterminate/Other/Unknown,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,40,0.0,0.0,0.0,0
2020,2,Iowa,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,5,0.0,0.0,0.0,0
2020,2,Iowa,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,25,0.0,25.0,0.0,25
2020,3,Minnesota,Person-to-person,Norovirus unknown,Suspected,Prison/jail,10,0.0,10.0,0.0,10
2020,2,Pennsylvania,Person-to-person,Norovirus unknown,Suspected,Festival/fair,24,0.0,24.0,0.0,24
2020,2,Iowa,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5
2020,2,Iowa,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,21,0.0,21.0,0.0,21
2020,2,Iowa,Person-to-person,Norovirus Genogroup II,Suspected,Restaurant,5,0.0,5.0,0.0,5
2020,2,Iowa,Food,Clostridium perfringens,Confirmed,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10
2020,3,Wisconsin,Food,Norovirus Genogroup II,Confirmed,School/college/university,4,0.0,4.0,0.0,4
2020,3,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,11,0.0,11.0,0.0,11
2020,3,Wisconsin,Person-to-person,Norovirus Genogroup II; Clostridium difficile,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,19,1.0,19.0,0.0,19
2020,3,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,19
2020,2,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,33,3.0,33.0,0.0,33
2020,3,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,18,1.0,18.0,0.0,18
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,42,0.0,42.0,0.0,42
2020,3,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,54,0.0,54.0,0.0,54
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II; Clostridium difficile,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,20,1.0,20.0,0.0,20
2020,2,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,24,1.0,24.0,0.0,24
2020,2,Wisconsin,Person-to-person,Norovirus unknown; Clostridium difficile,Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,26,1.0,26.0,0.0,26
2020,2,Wisconsin,Person-to-person,Norovirus unknown; Clostridium difficile,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,46,0.0,46.0,1.0,46
2020,3,South Carolina,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,63,1.0,27.0,0.0,63
2020,3,Ohio,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6
2020,3,South Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,51,0.0,16.0,0.0,51
2020,3,Nebraska,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,25,0.0,25.0,1.0,25
2020,3,South Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7
2020,2,Connecticut,Person-to-person,Norovirus Genogroup II,Confirmed,School/college/university,23,0.0,23.0,0.0,23
2020,3,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,21,1.0,21.0,0.0,21
2020,3,South Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,16,1.0,16.0,0.0,16
2020,3,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,27,0.0,27.0,0.0,27
2020,3,Minnesota,Environmental contamination other than food/water,Norovirus unknown,Suspected,Restaurant,2,0.0,2.0,0.0,2
2020,2,Texas,Indeterminate/Other/Unknown,Shigella sonnei,Confirmed,Child day care,12,0.0,12.0,0.0,12
2020,3,Oregon,Indeterminate/Other/Unknown,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,15,1.0,15.0,1.0,15
2020,3,Oregon,Indeterminate/Other/Unknown,Norovirus unknown,Suspected,Hospital,9,0.0,9.0,0.0,9
2020,3,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,12,0.0,12.0,0.0,12
2020,3,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,2,0.0,0.0,0.0,0
2020,3,Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,12,0.0,12.0,0.0,12
2020,2,Connecticut,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,25,0.0,20.0,0.0,20
2020,2,Connecticut,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,63,3.0,38.0,0.0,38
2020,3,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,15,0.0,15.0,0.0,15
2020,2,Utah,Food,Salmonella enterica,Confirmed,Restaurant - Buffet,3,0.0,3.0,0.0,3
2020,3,Minnesota,Food,Norovirus unknown,Suspected,Restaurant - Sit-down dining,8,0.0,8.0,0.0,8
2020,3,Ohio,Food,Norovirus,Suspected,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10
2020,1,Pennsylvania,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,19
2020,3,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,"Other, specify",18,0.0,18.0,0.0,18
2020,3,Virginia,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,22,0.0,22.0,0.0,22
2020,3,Virginia,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,51,0.0,51.0,0.0,51
2020,3,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,2,0.0,0.0,0.0,0
2020,3,Virginia,Indeterminate/Other/Unknown,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,2,0.0,0.0,0.0,0
2020,3,Virginia,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9
2020,3,Tennessee,Food,Norovirus unknown,Suspected,Caterer (food prepared off-site from where served),11,0.0,11.0,0.0,11
2020,3,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,32,1.0,32.0,1.0,32
2020,2,Wisconsin,Person-to-person,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,47,0.0,47.0,0.0,47
2020,3,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,35,0.0,35.0,0.0,35
2020,3,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10
2020,3,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5
2020,3,Wisconsin,Person-to-person,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,8,2.0,8.0,0.0,8
2020,3,Wisconsin,Food,Salmonella enterica,Confirmed,Grocery store,4,0.0,4.0,0.0,4
2020,3,Wisconsin,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,13,0.0,13.0,0.0,13
2020,3,Wisconsin,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,27,2.0,27.0,0.0,27
2020,3,Wisconsin,Person-to-person,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,45,0.0,45.0,1.0,45
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,7,0.0,7.0,0.0,7
2020,2,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,61,5.0,61.0,0.0,61
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,School/college/university,16,0.0,16.0,0.0,16
2020,2,Illinois,Person-to-person,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6
2020,2,Illinois,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,9,1.0,9.0,0.0,9
2020,3,South Carolina,Person-to-person,Norovirus unknown,Suspected,School/college/university,30,0.0,0.0,0.0,30
2020,3,South Carolina,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,36,0.0,36.0,0.0,36
2020,3,South Carolina,Food,Staphylococcus aureus,Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2
2020,3,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,8,0.0,8.0,0.0,8
2020,3,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6
2020,3,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,4,0.0,4.0,0.0,4
2020,3,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,26,0.0,26.0,0.0,26
2020,3,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,30,0.0,30.0,0.0,30
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,17,1.0,17.0,0.0,17
2020,3,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,8,1.0,8.0,0.0,8
2020,2,Massachusetts,Person-to-person,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,36,0.0,36.0,0.0,36
2020,3,Minnesota,Person-to-person,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,38,1.0,38.0,1.0,38
